"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 28 01:20:59 GMT 2024","Sun Apr 28 01:21:02 GMT 2024","3383","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Apr 28 01:17:23 GMT 2024","Sun Apr 28 01:17:26 GMT 2024","3135","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Apr 28 01:16:08 GMT 2024","Sun Apr 28 01:16:11 GMT 2024","3157","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Apr 28 01:16:49 GMT 2024","Sun Apr 28 01:16:50 GMT 2024","341","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Apr 28 01:18:31 GMT 2024","Sun Apr 28 01:18:31 GMT 2024","316","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Apr 28 01:16:48 GMT 2024","Sun Apr 28 01:16:49 GMT 2024","959","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Apr 28 01:20:41 GMT 2024","Sun Apr 28 01:20:45 GMT 2024","4067","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Apr 28 01:17:26 GMT 2024","Sun Apr 28 01:17:30 GMT 2024","3864","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Apr 28 01:16:11 GMT 2024","Sun Apr 28 01:16:15 GMT 2024","3354","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Apr 28 01:19:02 GMT 2024","Sun Apr 28 01:19:05 GMT 2024","3218","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Apr 28 01:14:14 GMT 2024","Sun Apr 28 01:14:17 GMT 2024","2599","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Apr 28 01:13:57 GMT 2024","Sun Apr 28 01:13:57 GMT 2024","40","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Apr 28 01:14:20 GMT 2024","Sun Apr 28 01:14:29 GMT 2024","9256","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Apr 28 01:18:32 GMT 2024","Sun Apr 28 01:18:32 GMT 2024","234","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Apr 28 01:18:01 GMT 2024","Sun Apr 28 01:18:06 GMT 2024","5068","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Apr 28 01:16:23 GMT 2024","Sun Apr 28 01:16:26 GMT 2024","2813","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Apr 28 01:17:31 GMT 2024","Sun Apr 28 01:17:42 GMT 2024","10969","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Apr 28 01:21:08 GMT 2024","Sun Apr 28 01:21:11 GMT 2024","3077","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Apr 28 01:13:57 GMT 2024","Sun Apr 28 01:13:57 GMT 2024","44","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Apr 28 01:17:46 GMT 2024","Sun Apr 28 01:17:49 GMT 2024","3891","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Apr 28 01:18:55 GMT 2024","Sun Apr 28 01:18:59 GMT 2024","3384","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Apr 28 01:13:37 GMT 2024","Sun Apr 28 01:13:55 GMT 2024","18256","chromium","dashboard.spec.ts","","","","Create login context",""
