"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 26 01:22:14 GMT 2024","Sun May 26 01:22:14 GMT 2024","277","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun May 26 01:19:10 GMT 2024","Sun May 26 01:19:10 GMT 2024","272","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun May 26 01:19:45 GMT 2024","Sun May 26 01:19:48 GMT 2024","3330","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"broken","Sun May 26 01:17:55 GMT 2024","Sun May 26 01:18:26 GMT 2024","30465","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun May 26 01:22:13 GMT 2024","Sun May 26 01:22:13 GMT 2024","448","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun May 26 01:22:02 GMT 2024","Sun May 26 01:22:05 GMT 2024","3271","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun May 26 01:18:48 GMT 2024","Sun May 26 01:18:52 GMT 2024","3621","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"broken","Sun May 26 01:20:58 GMT 2024","Sun May 26 01:21:29 GMT 2024","31001","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun May 26 01:16:20 GMT 2024","Sun May 26 01:16:21 GMT 2024","238","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun May 26 01:18:44 GMT 2024","Sun May 26 01:18:47 GMT 2024","3114","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun May 26 01:18:27 GMT 2024","Sun May 26 01:18:31 GMT 2024","3490","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun May 26 01:19:48 GMT 2024","Sun May 26 01:19:51 GMT 2024","3316","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 26 01:23:39 GMT 2024","Sun May 26 01:23:44 GMT 2024","5015","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun May 26 01:16:47 GMT 2024","Sun May 26 01:16:50 GMT 2024","2746","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 26 01:22:51 GMT 2024","Sun May 26 01:22:55 GMT 2024","4021","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 26 01:16:21 GMT 2024","Sun May 26 01:16:21 GMT 2024","112","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun May 26 01:18:55 GMT 2024","Sun May 26 01:19:00 GMT 2024","4745","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun May 26 01:22:13 GMT 2024","Sun May 26 01:22:14 GMT 2024","389","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun May 26 01:22:42 GMT 2024","Sun May 26 01:22:46 GMT 2024","4364","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun May 26 01:19:40 GMT 2024","Sun May 26 01:19:45 GMT 2024","4297","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun May 26 01:16:38 GMT 2024","Sun May 26 01:16:41 GMT 2024","2758","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun May 26 01:22:06 GMT 2024","Sun May 26 01:22:11 GMT 2024","4695","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Sun May 26 01:22:38 GMT 2024","Sun May 26 01:22:42 GMT 2024","4034","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun May 26 01:23:33 GMT 2024","Sun May 26 01:23:37 GMT 2024","4170","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun May 26 01:18:52 GMT 2024","Sun May 26 01:18:54 GMT 2024","2635","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun May 26 01:23:12 GMT 2024","Sun May 26 01:23:17 GMT 2024","4300","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun May 26 01:21:51 GMT 2024","Sun May 26 01:21:56 GMT 2024","4700","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun May 26 01:22:14 GMT 2024","Sun May 26 01:22:14 GMT 2024","283","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
