"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 01 01:47:47 GMT 2024","Sun Sep 01 01:47:52 GMT 2024","4983","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 01 01:40:32 GMT 2024","Sun Sep 01 01:40:32 GMT 2024","245","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 01 01:43:01 GMT 2024","Sun Sep 01 01:43:06 GMT 2024","5078","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 01 01:45:09 GMT 2024","Sun Sep 01 01:45:12 GMT 2024","3308","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"broken","Sun Sep 01 01:47:10 GMT 2024","Sun Sep 01 01:47:41 GMT 2024","30909","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 01 01:46:00 GMT 2024","Sun Sep 01 01:46:04 GMT 2024","4135","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 01 01:45:22 GMT 2024","Sun Sep 01 01:45:23 GMT 2024","377","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Sep 01 01:42:49 GMT 2024","Sun Sep 01 01:42:52 GMT 2024","3226","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Sep 01 01:45:04 GMT 2024","Sun Sep 01 01:45:09 GMT 2024","4876","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Sep 01 01:43:11 GMT 2024","Sun Sep 01 01:43:15 GMT 2024","3496","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 01 01:44:41 GMT 2024","Sun Sep 01 01:44:45 GMT 2024","3942","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 01 01:40:32 GMT 2024","Sun Sep 01 01:40:32 GMT 2024","111","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Sep 01 01:44:58 GMT 2024","Sun Sep 01 01:45:02 GMT 2024","4797","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Sep 01 01:43:42 GMT 2024","Sun Sep 01 01:43:47 GMT 2024","4559","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 01 01:45:51 GMT 2024","Sun Sep 01 01:45:56 GMT 2024","4309","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 01 01:43:47 GMT 2024","Sun Sep 01 01:43:51 GMT 2024","4292","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 01 01:42:54 GMT 2024","Sun Sep 01 01:42:58 GMT 2024","3953","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Sep 01 01:45:33 GMT 2024","Sun Sep 01 01:45:37 GMT 2024","4106","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 01 01:40:08 GMT 2024","Sun Sep 01 01:40:30 GMT 2024","21972","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 01 01:42:33 GMT 2024","Sun Sep 01 01:42:36 GMT 2024","3492","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Sep 01 01:40:41 GMT 2024","Sun Sep 01 01:40:43 GMT 2024","2794","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 01 01:48:15 GMT 2024","Sun Sep 01 01:48:19 GMT 2024","3886","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Sep 01 01:40:31 GMT 2024","Sun Sep 01 01:40:31 GMT 2024","300","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 01 01:42:58 GMT 2024","Sun Sep 01 01:43:01 GMT 2024","2785","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 01 01:43:16 GMT 2024","Sun Sep 01 01:43:16 GMT 2024","261","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 01 01:43:55 GMT 2024","Sun Sep 01 01:43:58 GMT 2024","3333","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 01 01:45:13 GMT 2024","Sun Sep 01 01:45:20 GMT 2024","6796","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 01 01:48:10 GMT 2024","Sun Sep 01 01:48:15 GMT 2024","5127","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 01 01:44:38 GMT 2024","Sun Sep 01 01:44:41 GMT 2024","3630","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Sep 01 01:45:23 GMT 2024","Sun Sep 01 01:45:23 GMT 2024","276","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 01 01:43:15 GMT 2024","Sun Sep 01 01:43:16 GMT 2024","1081","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 01 01:42:36 GMT 2024","Sun Sep 01 01:42:40 GMT 2024","3600","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 01 01:44:31 GMT 2024","Sun Sep 01 01:44:38 GMT 2024","6661","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 01 01:47:42 GMT 2024","Sun Sep 01 01:47:47 GMT 2024","4974","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Sep 01 01:45:47 GMT 2024","Sun Sep 01 01:45:51 GMT 2024","4098","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 01 01:43:51 GMT 2024","Sun Sep 01 01:43:55 GMT 2024","3401","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Sep 01 01:48:04 GMT 2024","Sun Sep 01 01:48:08 GMT 2024","4331","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Sep 01 01:40:32 GMT 2024","Sun Sep 01 01:40:32 GMT 2024","118","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Sep 01 01:43:26 GMT 2024","Sun Sep 01 01:43:31 GMT 2024","4725","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 01 01:45:23 GMT 2024","Sun Sep 01 01:45:23 GMT 2024","279","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 01 01:42:08 GMT 2024","Sun Sep 01 01:42:33 GMT 2024","24722","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 01 01:40:53 GMT 2024","Sun Sep 01 01:40:57 GMT 2024","3346","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 01 01:41:00 GMT 2024","Sun Sep 01 01:41:03 GMT 2024","3254","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 01 01:40:57 GMT 2024","Sun Sep 01 01:41:00 GMT 2024","2879","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Sep 01 01:40:50 GMT 2024","Sun Sep 01 01:40:53 GMT 2024","2802","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 01 01:45:56 GMT 2024","Sun Sep 01 01:46:00 GMT 2024","4286","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 01 01:43:16 GMT 2024","Sun Sep 01 01:43:17 GMT 2024","268","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Sep 01 01:45:21 GMT 2024","Sun Sep 01 01:45:22 GMT 2024","447","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
