"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 07 17:13:30 GMT 2024","Tue May 07 17:13:33 GMT 2024","3022","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Tue May 07 17:13:16 GMT 2024","Tue May 07 17:13:20 GMT 2024","3469","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Tue May 07 17:12:50 GMT 2024","Tue May 07 17:12:50 GMT 2024","255","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Tue May 07 17:15:57 GMT 2024","Tue May 07 17:16:01 GMT 2024","3956","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Tue May 07 17:12:49 GMT 2024","Tue May 07 17:12:50 GMT 2024","1104","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Tue May 07 17:13:52 GMT 2024","Tue May 07 17:13:57 GMT 2024","4056","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Tue May 07 17:16:17 GMT 2024","Tue May 07 17:16:21 GMT 2024","4259","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Tue May 07 17:10:27 GMT 2024","Tue May 07 17:10:28 GMT 2024","333","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Tue May 07 17:12:31 GMT 2024","Tue May 07 17:12:34 GMT 2024","3025","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Tue May 07 17:13:23 GMT 2024","Tue May 07 17:13:25 GMT 2024","2578","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Tue May 07 17:10:45 GMT 2024","Tue May 07 17:10:48 GMT 2024","2886","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Tue May 07 17:10:21 GMT 2024","Tue May 07 17:10:26 GMT 2024","5270","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Tue May 07 17:14:39 GMT 2024","Tue May 07 17:14:42 GMT 2024","3279","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Tue May 07 17:12:13 GMT 2024","Tue May 07 17:12:15 GMT 2024","2669","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Tue May 07 17:13:12 GMT 2024","Tue May 07 17:13:16 GMT 2024","3757","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Tue May 07 17:13:33 GMT 2024","Tue May 07 17:13:36 GMT 2024","3262","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Tue May 07 17:11:58 GMT 2024","Tue May 07 17:12:13 GMT 2024","15103","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Tue May 07 17:14:36 GMT 2024","Tue May 07 17:14:39 GMT 2024","3372","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Tue May 07 17:14:00 GMT 2024","Tue May 07 17:14:05 GMT 2024","4845","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Tue May 07 17:14:07 GMT 2024","Tue May 07 17:14:08 GMT 2024","437","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Tue May 07 17:12:59 GMT 2024","Tue May 07 17:13:03 GMT 2024","3997","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Tue May 07 17:14:09 GMT 2024","Tue May 07 17:14:09 GMT 2024","267","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Tue May 07 17:10:48 GMT 2024","Tue May 07 17:10:50 GMT 2024","2106","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Tue May 07 17:12:34 GMT 2024","Tue May 07 17:12:36 GMT 2024","2097","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Tue May 07 17:10:50 GMT 2024","Tue May 07 17:10:53 GMT 2024","2346","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
