"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 15:23:35 GMT 2024","Wed Apr 24 15:23:39 GMT 2024","3980","firefox","dashboard.spec.ts","","","","Create login context",""
"broken","Wed Apr 24 15:26:33 GMT 2024","Wed Apr 24 15:27:03 GMT 2024","30140","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Wed Apr 24 15:27:05 GMT 2024","Wed Apr 24 15:27:08 GMT 2024","3179","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Wed Apr 24 15:21:43 GMT 2024","Wed Apr 24 15:21:43 GMT 2024","46","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Wed Apr 24 15:27:08 GMT 2024","Wed Apr 24 15:27:11 GMT 2024","3369","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Wed Apr 24 15:22:02 GMT 2024","Wed Apr 24 15:22:04 GMT 2024","1916","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Wed Apr 24 15:25:09 GMT 2024","Wed Apr 24 15:25:12 GMT 2024","2393","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Wed Apr 24 15:23:48 GMT 2024","Wed Apr 24 15:23:49 GMT 2024","941","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Wed Apr 24 15:23:33 GMT 2024","Wed Apr 24 15:23:35 GMT 2024","1923","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Wed Apr 24 15:25:24 GMT 2024","Wed Apr 24 15:25:26 GMT 2024","2336","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Wed Apr 24 15:23:30 GMT 2024","Wed Apr 24 15:23:33 GMT 2024","2795","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Wed Apr 24 15:25:03 GMT 2024","Wed Apr 24 15:25:03 GMT 2024","149","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Wed Apr 24 15:27:20 GMT 2024","Wed Apr 24 15:27:23 GMT 2024","2534","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Wed Apr 24 15:24:30 GMT 2024","Wed Apr 24 15:24:33 GMT 2024","3228","firefox","registration.spec.ts","Registration page","","","should have validation",""
"failed","Wed Apr 24 15:25:02 GMT 2024","Wed Apr 24 15:25:02 GMT 2024","316","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Wed Apr 24 15:24:09 GMT 2024","Wed Apr 24 15:24:13 GMT 2024","3699","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Wed Apr 24 15:27:28 GMT 2024","Wed Apr 24 15:27:30 GMT 2024","2380","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
