"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 01:01:00 GMT 2024","Fri Apr 26 01:01:04 GMT 2024","3434","firefox","registration.spec.ts","Registration page","","","should have validation",""
"failed","Fri Apr 26 01:00:22 GMT 2024","Fri Apr 26 01:00:25 GMT 2024","3827","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Fri Apr 26 00:59:24 GMT 2024","Fri Apr 26 00:59:26 GMT 2024","2103","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Fri Apr 26 01:01:57 GMT 2024","Fri Apr 26 01:02:00 GMT 2024","3280","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Fri Apr 26 01:01:35 GMT 2024","Fri Apr 26 01:01:35 GMT 2024","312","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Fri Apr 26 01:01:28 GMT 2024","Fri Apr 26 01:01:33 GMT 2024","5626","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Fri Apr 26 01:01:54 GMT 2024","Fri Apr 26 01:01:56 GMT 2024","2568","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Fri Apr 26 00:59:03 GMT 2024","Fri Apr 26 00:59:03 GMT 2024","39","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Fri Apr 26 00:59:21 GMT 2024","Fri Apr 26 00:59:24 GMT 2024","2983","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Fri Apr 26 01:01:36 GMT 2024","Fri Apr 26 01:01:36 GMT 2024","152","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Fri Apr 26 00:59:35 GMT 2024","Fri Apr 26 00:59:38 GMT 2024","2457","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Fri Apr 26 00:59:11 GMT 2024","Fri Apr 26 00:59:13 GMT 2024","2079","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Fri Apr 26 01:01:20 GMT 2024","Fri Apr 26 01:01:24 GMT 2024","3976","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Fri Apr 26 01:03:44 GMT 2024","Fri Apr 26 01:03:48 GMT 2024","3287","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Fri Apr 26 01:00:12 GMT 2024","Fri Apr 26 01:00:13 GMT 2024","917","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Fri Apr 26 01:01:24 GMT 2024","Fri Apr 26 01:01:27 GMT 2024","2668","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Fri Apr 26 00:59:02 GMT 2024","Fri Apr 26 00:59:02 GMT 2024","229","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Fri Apr 26 00:59:03 GMT 2024","Fri Apr 26 00:59:03 GMT 2024","166","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Fri Apr 26 01:01:35 GMT 2024","Fri Apr 26 01:01:36 GMT 2024","229","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Fri Apr 26 01:01:45 GMT 2024","Fri Apr 26 01:01:47 GMT 2024","2535","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Fri Apr 26 01:00:57 GMT 2024","Fri Apr 26 01:01:00 GMT 2024","2969","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Fri Apr 26 01:02:00 GMT 2024","Fri Apr 26 01:02:03 GMT 2024","2576","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Fri Apr 26 01:00:47 GMT 2024","Fri Apr 26 01:00:50 GMT 2024","2584","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Fri Apr 26 01:04:05 GMT 2024","Fri Apr 26 01:04:07 GMT 2024","2521","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Fri Apr 26 01:03:57 GMT 2024","Fri Apr 26 01:04:00 GMT 2024","3210","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Fri Apr 26 01:00:08 GMT 2024","Fri Apr 26 01:00:12 GMT 2024","3294","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Fri Apr 26 01:02:03 GMT 2024","Fri Apr 26 01:02:05 GMT 2024","2594","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Fri Apr 26 00:59:54 GMT 2024","Fri Apr 26 00:59:57 GMT 2024","2879","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"broken","Fri Apr 26 01:03:10 GMT 2024","Fri Apr 26 01:03:40 GMT 2024","30166","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Fri Apr 26 01:04:01 GMT 2024","Fri Apr 26 01:04:05 GMT 2024","3581","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Fri Apr 26 00:59:26 GMT 2024","Fri Apr 26 00:59:29 GMT 2024","2217","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
