"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 01:24:55 GMT 2024","Sun Jun 16 01:24:58 GMT 2024","3233","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 16 01:19:15 GMT 2024","Sun Jun 16 01:19:17 GMT 2024","2010","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 16 01:21:32 GMT 2024","Sun Jun 16 01:21:34 GMT 2024","1112","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 16 01:24:58 GMT 2024","Sun Jun 16 01:25:01 GMT 2024","3374","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jun 16 01:21:10 GMT 2024","Sun Jun 16 01:21:13 GMT 2024","2583","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jun 16 01:25:02 GMT 2024","Sun Jun 16 01:25:19 GMT 2024","16669","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Jun 16 01:21:42 GMT 2024","Sun Jun 16 01:21:46 GMT 2024","3914","firefox","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Jun 16 01:21:55 GMT 2024","Sun Jun 16 01:21:59 GMT 2024","3763","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 16 01:24:14 GMT 2024","Sun Jun 16 01:24:17 GMT 2024","2547","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 16 01:23:48 GMT 2024","Sun Jun 16 01:23:51 GMT 2024","3871","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 16 01:22:03 GMT 2024","Sun Jun 16 01:22:06 GMT 2024","2664","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 16 01:25:42 GMT 2024","Sun Jun 16 01:25:46 GMT 2024","4239","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 16 01:21:14 GMT 2024","Sun Jun 16 01:21:17 GMT 2024","3057","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 16 01:20:56 GMT 2024","Sun Jun 16 01:20:59 GMT 2024","2871","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 16 01:18:55 GMT 2024","Sun Jun 16 01:18:55 GMT 2024","116","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"broken","Sun Jun 16 01:23:15 GMT 2024","Sun Jun 16 01:23:46 GMT 2024","31020","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 16 01:24:51 GMT 2024","Sun Jun 16 01:24:55 GMT 2024","3459","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 16 01:21:34 GMT 2024","Sun Jun 16 01:21:34 GMT 2024","261","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 16 01:24:10 GMT 2024","Sun Jun 16 01:24:14 GMT 2024","3983","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Jun 16 01:19:02 GMT 2024","Sun Jun 16 01:19:04 GMT 2024","2137","chromium","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Jun 16 01:24:36 GMT 2024","Sun Jun 16 01:24:39 GMT 2024","3356","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 16 01:25:19 GMT 2024","Sun Jun 16 01:25:23 GMT 2024","3526","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 16 01:21:59 GMT 2024","Sun Jun 16 01:22:03 GMT 2024","3620","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun Jun 16 01:19:10 GMT 2024","Sun Jun 16 01:19:12 GMT 2024","2096","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 16 01:21:34 GMT 2024","Sun Jun 16 01:21:34 GMT 2024","265","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jun 16 01:18:55 GMT 2024","Sun Jun 16 01:18:55 GMT 2024","109","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jun 16 01:21:19 GMT 2024","Sun Jun 16 01:21:24 GMT 2024","4043","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jun 16 01:25:46 GMT 2024","Sun Jun 16 01:25:49 GMT 2024","3039","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"broken","Sun Jun 16 01:20:24 GMT 2024","Sun Jun 16 01:20:55 GMT 2024","30460","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 16 01:21:17 GMT 2024","Sun Jun 16 01:21:19 GMT 2024","1909","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Jun 16 01:18:54 GMT 2024","Sun Jun 16 01:18:54 GMT 2024","322","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jun 16 01:22:06 GMT 2024","Sun Jun 16 01:22:08 GMT 2024","2660","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 16 01:19:12 GMT 2024","Sun Jun 16 01:19:15 GMT 2024","2708","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 16 01:25:23 GMT 2024","Sun Jun 16 01:25:26 GMT 2024","3809","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 16 01:24:28 GMT 2024","Sun Jun 16 01:24:28 GMT 2024","386","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 16 01:18:55 GMT 2024","Sun Jun 16 01:18:55 GMT 2024","227","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 16 01:24:18 GMT 2024","Sun Jun 16 01:24:25 GMT 2024","7257","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Sun Jun 16 01:21:29 GMT 2024","Sun Jun 16 01:21:32 GMT 2024","3492","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun Jun 16 01:25:37 GMT 2024","Sun Jun 16 01:25:41 GMT 2024","3728","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jun 16 01:23:51 GMT 2024","Sun Jun 16 01:23:55 GMT 2024","3236","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 16 01:20:59 GMT 2024","Sun Jun 16 01:21:02 GMT 2024","2908","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 16 01:19:17 GMT 2024","Sun Jun 16 01:19:19 GMT 2024","2227","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 16 01:24:28 GMT 2024","Sun Jun 16 01:24:28 GMT 2024","273","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
