"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 05 01:13:53 GMT 2024","Sun May 05 01:14:11 GMT 2024","18094","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun May 05 01:14:13 GMT 2024","Sun May 05 01:14:13 GMT 2024","172","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun May 05 01:27:59 GMT 2024","Sun May 05 01:28:03 GMT 2024","4325","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun May 05 01:35:43 GMT 2024","Sun May 05 01:35:48 GMT 2024","4705","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun May 05 01:27:24 GMT 2024","Sun May 05 01:27:34 GMT 2024","9659","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun May 05 01:20:09 GMT 2024","Sun May 05 01:20:12 GMT 2024","3027","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun May 05 01:14:35 GMT 2024","Sun May 05 01:14:38 GMT 2024","2604","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun May 05 01:28:22 GMT 2024","Sun May 05 01:28:22 GMT 2024","145","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"broken","Sun May 05 01:34:25 GMT 2024","Sun May 05 01:34:55 GMT 2024","30178","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun May 05 01:21:19 GMT 2024","Sun May 05 01:21:22 GMT 2024","3289","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"broken","Sun May 05 01:29:46 GMT 2024","Sun May 05 01:30:16 GMT 2024","30131","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun May 05 01:21:05 GMT 2024","Sun May 05 01:21:08 GMT 2024","2540","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun May 05 01:28:29 GMT 2024","Sun May 05 01:28:33 GMT 2024","3417","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun May 05 01:28:04 GMT 2024","Sun May 05 01:28:19 GMT 2024","15171","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun May 05 01:26:55 GMT 2024","Sun May 05 01:26:59 GMT 2024","3990","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun May 05 01:21:49 GMT 2024","Sun May 05 01:21:53 GMT 2024","4519","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"broken","Sun May 05 01:17:12 GMT 2024","Sun May 05 01:17:42 GMT 2024","30159","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun May 05 01:20:31 GMT 2024","Sun May 05 01:20:41 GMT 2024","9663","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun May 05 01:21:24 GMT 2024","Sun May 05 01:21:24 GMT 2024","180","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun May 05 01:28:41 GMT 2024","Sun May 05 01:28:44 GMT 2024","3252","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun May 05 01:21:24 GMT 2024","Sun May 05 01:21:24 GMT 2024","329","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun May 05 01:27:54 GMT 2024","Sun May 05 01:27:59 GMT 2024","4789","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun May 05 01:35:49 GMT 2024","Sun May 05 01:35:54 GMT 2024","4568","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun May 05 01:14:13 GMT 2024","Sun May 05 01:14:13 GMT 2024","44","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
