"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 09 01:23:25 GMT 2024","Sun Jun 09 01:23:29 GMT 2024","4157","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 09 01:23:42 GMT 2024","Sun Jun 09 01:23:43 GMT 2024","285","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 09 01:23:42 GMT 2024","Sun Jun 09 01:23:42 GMT 2024","269","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jun 09 01:18:58 GMT 2024","Sun Jun 09 01:18:58 GMT 2024","119","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Jun 09 01:24:02 GMT 2024","Sun Jun 09 01:24:05 GMT 2024","3370","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 09 01:22:02 GMT 2024","Sun Jun 09 01:22:06 GMT 2024","3530","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 09 01:25:54 GMT 2024","Sun Jun 09 01:25:57 GMT 2024","3009","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 09 01:25:22 GMT 2024","Sun Jun 09 01:25:27 GMT 2024","5432","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 09 01:19:17 GMT 2024","Sun Jun 09 01:19:19 GMT 2024","2058","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Jun 09 01:21:45 GMT 2024","Sun Jun 09 01:21:49 GMT 2024","3957","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 09 01:21:36 GMT 2024","Sun Jun 09 01:21:37 GMT 2024","275","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 09 01:25:31 GMT 2024","Sun Jun 09 01:25:35 GMT 2024","3781","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 09 01:25:27 GMT 2024","Sun Jun 09 01:25:31 GMT 2024","3479","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 09 01:18:49 GMT 2024","Sun Jun 09 01:18:55 GMT 2024","6484","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jun 09 01:21:20 GMT 2024","Sun Jun 09 01:21:22 GMT 2024","1968","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Jun 09 01:21:58 GMT 2024","Sun Jun 09 01:22:02 GMT 2024","3918","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 09 01:24:13 GMT 2024","Sun Jun 09 01:24:16 GMT 2024","3360","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jun 09 01:21:13 GMT 2024","Sun Jun 09 01:21:16 GMT 2024","2532","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jun 09 01:23:32 GMT 2024","Sun Jun 09 01:23:39 GMT 2024","7000","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jun 09 01:21:17 GMT 2024","Sun Jun 09 01:21:20 GMT 2024","2990","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Jun 09 01:23:19 GMT 2024","Sun Jun 09 01:23:23 GMT 2024","3996","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jun 09 01:22:08 GMT 2024","Sun Jun 09 01:22:11 GMT 2024","2632","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 09 01:23:42 GMT 2024","Sun Jun 09 01:23:42 GMT 2024","388","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 09 01:18:57 GMT 2024","Sun Jun 09 01:18:58 GMT 2024","246","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 09 01:25:50 GMT 2024","Sun Jun 09 01:25:54 GMT 2024","3949","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 09 01:21:35 GMT 2024","Sun Jun 09 01:21:36 GMT 2024","1065","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 09 01:21:01 GMT 2024","Sun Jun 09 01:21:04 GMT 2024","3037","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 09 01:23:29 GMT 2024","Sun Jun 09 01:23:31 GMT 2024","2552","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 09 01:22:44 GMT 2024","Sun Jun 09 01:23:02 GMT 2024","18581","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 09 01:19:15 GMT 2024","Sun Jun 09 01:19:17 GMT 2024","2599","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 09 01:24:09 GMT 2024","Sun Jun 09 01:24:13 GMT 2024","3226","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 09 01:23:05 GMT 2024","Sun Jun 09 01:23:09 GMT 2024","3287","firefox","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Jun 09 01:21:31 GMT 2024","Sun Jun 09 01:21:35 GMT 2024","3476","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jun 09 01:23:02 GMT 2024","Sun Jun 09 01:23:05 GMT 2024","2973","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
