"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 25 01:30:13 GMT 2024","Sun Aug 25 01:30:18 GMT 2024","5705","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Aug 25 01:31:19 GMT 2024","Sun Aug 25 01:31:26 GMT 2024","7187","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 25 01:30:33 GMT 2024","Sun Aug 25 01:30:33 GMT 2024","276","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 25 01:27:35 GMT 2024","Sun Aug 25 01:27:35 GMT 2024","258","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Aug 25 01:27:46 GMT 2024","Sun Aug 25 01:27:52 GMT 2024","5441","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 25 01:27:19 GMT 2024","Sun Aug 25 01:27:24 GMT 2024","5594","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 25 01:30:32 GMT 2024","Sun Aug 25 01:30:32 GMT 2024","380","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 25 01:28:16 GMT 2024","Sun Aug 25 01:28:20 GMT 2024","4267","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Aug 25 01:28:10 GMT 2024","Sun Aug 25 01:28:16 GMT 2024","5175","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 25 01:32:03 GMT 2024","Sun Aug 25 01:32:09 GMT 2024","5154","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 25 01:29:42 GMT 2024","Sun Aug 25 01:29:46 GMT 2024","4734","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Aug 25 01:24:33 GMT 2024","Sun Aug 25 01:24:33 GMT 2024","116","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 25 01:24:33 GMT 2024","Sun Aug 25 01:24:33 GMT 2024","112","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Aug 25 01:31:02 GMT 2024","Sun Aug 25 01:31:08 GMT 2024","5430","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun Aug 25 01:30:58 GMT 2024","Sun Aug 25 01:31:02 GMT 2024","4118","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 25 01:26:52 GMT 2024","Sun Aug 25 01:26:56 GMT 2024","4370","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 25 01:25:05 GMT 2024","Sun Aug 25 01:25:08 GMT 2024","3250","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Aug 25 01:30:31 GMT 2024","Sun Aug 25 01:30:32 GMT 2024","455","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 25 01:28:20 GMT 2024","Sun Aug 25 01:28:24 GMT 2024","4413","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Aug 25 01:27:11 GMT 2024","Sun Aug 25 01:27:15 GMT 2024","4021","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Aug 25 01:30:32 GMT 2024","Sun Aug 25 01:30:33 GMT 2024","276","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"broken","Sun Aug 25 01:26:16 GMT 2024","Sun Aug 25 01:26:47 GMT 2024","30461","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Aug 25 01:31:51 GMT 2024","Sun Aug 25 01:31:56 GMT 2024","5137","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 25 01:31:13 GMT 2024","Sun Aug 25 01:31:18 GMT 2024","4782","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Aug 25 01:27:33 GMT 2024","Sun Aug 25 01:27:34 GMT 2024","1078","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 25 01:25:08 GMT 2024","Sun Aug 25 01:25:11 GMT 2024","3253","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Aug 25 01:27:29 GMT 2024","Sun Aug 25 01:27:33 GMT 2024","3478","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 25 01:31:31 GMT 2024","Sun Aug 25 01:31:37 GMT 2024","5782","webkit","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Aug 25 01:27:06 GMT 2024","Sun Aug 25 01:27:10 GMT 2024","3532","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 25 01:30:24 GMT 2024","Sun Aug 25 01:30:29 GMT 2024","5811","webkit","dashboard.spec.ts","","","","Create login context",""
