"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 02 01:18:57 GMT 2024","Sun Jun 02 01:18:59 GMT 2024","2151","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Jun 02 01:23:18 GMT 2024","Sun Jun 02 01:23:22 GMT 2024","3646","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jun 02 01:19:13 GMT 2024","Sun Jun 02 01:19:14 GMT 2024","1081","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 02 01:23:27 GMT 2024","Sun Jun 02 01:23:31 GMT 2024","3366","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 02 01:16:33 GMT 2024","Sun Jun 02 01:16:33 GMT 2024","112","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jun 02 01:16:33 GMT 2024","Sun Jun 02 01:16:33 GMT 2024","256","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 02 01:19:14 GMT 2024","Sun Jun 02 01:19:15 GMT 2024","285","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jun 02 01:23:23 GMT 2024","Sun Jun 02 01:23:27 GMT 2024","4503","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 02 01:22:46 GMT 2024","Sun Jun 02 01:22:49 GMT 2024","3455","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 02 01:19:46 GMT 2024","Sun Jun 02 01:19:49 GMT 2024","2728","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Jun 02 01:22:12 GMT 2024","Sun Jun 02 01:22:13 GMT 2024","471","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jun 02 01:22:42 GMT 2024","Sun Jun 02 01:22:46 GMT 2024","3452","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 02 01:18:54 GMT 2024","Sun Jun 02 01:18:57 GMT 2024","3147","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 02 01:22:59 GMT 2024","Sun Jun 02 01:23:03 GMT 2024","3730","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Jun 02 01:19:24 GMT 2024","Sun Jun 02 01:19:28 GMT 2024","4053","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 02 01:16:56 GMT 2024","Sun Jun 02 01:16:58 GMT 2024","2507","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jun 02 01:16:48 GMT 2024","Sun Jun 02 01:16:50 GMT 2024","2276","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 02 01:16:24 GMT 2024","Sun Jun 02 01:16:31 GMT 2024","6328","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jun 02 01:16:50 GMT 2024","Sun Jun 02 01:16:53 GMT 2024","2877","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 02 01:21:30 GMT 2024","Sun Jun 02 01:21:35 GMT 2024","4252","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Jun 02 01:16:32 GMT 2024","Sun Jun 02 01:16:32 GMT 2024","313","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jun 02 01:21:59 GMT 2024","Sun Jun 02 01:22:01 GMT 2024","2731","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 02 01:19:15 GMT 2024","Sun Jun 02 01:19:15 GMT 2024","253","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 02 01:22:50 GMT 2024","Sun Jun 02 01:22:59 GMT 2024","9227","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 02 01:22:14 GMT 2024","Sun Jun 02 01:22:14 GMT 2024","276","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 02 01:23:03 GMT 2024","Sun Jun 02 01:23:07 GMT 2024","4131","webkit","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Jun 02 01:22:34 GMT 2024","Sun Jun 02 01:22:38 GMT 2024","3480","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 02 01:21:35 GMT 2024","Sun Jun 02 01:21:38 GMT 2024","3310","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 02 01:19:49 GMT 2024","Sun Jun 02 01:19:51 GMT 2024","2765","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jun 02 01:16:40 GMT 2024","Sun Jun 02 01:16:42 GMT 2024","2288","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 02 01:18:35 GMT 2024","Sun Jun 02 01:18:38 GMT 2024","2948","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 02 01:22:38 GMT 2024","Sun Jun 02 01:22:42 GMT 2024","3842","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun Jun 02 01:19:38 GMT 2024","Sun Jun 02 01:19:42 GMT 2024","4055","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
