"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 01:42:47 GMT 2024","Sun Sep 15 01:42:51 GMT 2024","3741","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 15 01:40:22 GMT 2024","Sun Sep 15 01:40:23 GMT 2024","1104","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Sep 15 01:42:31 GMT 2024","Sun Sep 15 01:42:35 GMT 2024","3539","webkit","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Sep 15 01:42:21 GMT 2024","Sun Sep 15 01:42:22 GMT 2024","454","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 15 01:40:04 GMT 2024","Sun Sep 15 01:40:07 GMT 2024","2988","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 15 01:44:40 GMT 2024","Sun Sep 15 01:44:44 GMT 2024","3954","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 15 01:40:09 GMT 2024","Sun Sep 15 01:40:13 GMT 2024","4372","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 15 01:41:37 GMT 2024","Sun Sep 15 01:41:40 GMT 2024","2968","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Sep 15 01:39:48 GMT 2024","Sun Sep 15 01:39:51 GMT 2024","2943","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 15 01:44:37 GMT 2024","Sun Sep 15 01:44:40 GMT 2024","3793","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Sep 15 01:38:17 GMT 2024","Sun Sep 15 01:38:20 GMT 2024","2255","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 15 01:39:25 GMT 2024","Sun Sep 15 01:39:46 GMT 2024","21209","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 15 01:37:55 GMT 2024","Sun Sep 15 01:37:55 GMT 2024","113","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Sep 15 01:42:43 GMT 2024","Sun Sep 15 01:42:47 GMT 2024","3636","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 15 01:40:50 GMT 2024","Sun Sep 15 01:40:54 GMT 2024","3512","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 15 01:45:04 GMT 2024","Sun Sep 15 01:45:07 GMT 2024","3096","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 15 01:40:07 GMT 2024","Sun Sep 15 01:40:08 GMT 2024","1926","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 15 01:42:08 GMT 2024","Sun Sep 15 01:42:18 GMT 2024","10217","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Sun Sep 15 01:38:10 GMT 2024","Sun Sep 15 01:38:12 GMT 2024","2304","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 15 01:42:22 GMT 2024","Sun Sep 15 01:42:23 GMT 2024","281","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 15 01:42:22 GMT 2024","Sun Sep 15 01:42:22 GMT 2024","399","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 15 01:37:55 GMT 2024","Sun Sep 15 01:37:55 GMT 2024","233","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 15 01:38:13 GMT 2024","Sun Sep 15 01:38:16 GMT 2024","2627","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun Sep 15 01:38:02 GMT 2024","Sun Sep 15 01:38:04 GMT 2024","2093","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 15 01:41:32 GMT 2024","Sun Sep 15 01:41:37 GMT 2024","5374","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 15 01:40:54 GMT 2024","Sun Sep 15 01:40:56 GMT 2024","2617","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 15 01:42:00 GMT 2024","Sun Sep 15 01:42:04 GMT 2024","4195","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 15 01:40:24 GMT 2024","Sun Sep 15 01:40:24 GMT 2024","263","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 15 01:42:51 GMT 2024","Sun Sep 15 01:42:55 GMT 2024","3353","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 15 01:42:23 GMT 2024","Sun Sep 15 01:42:23 GMT 2024","288","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 15 01:45:00 GMT 2024","Sun Sep 15 01:45:04 GMT 2024","4243","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"broken","Sun Sep 15 01:44:04 GMT 2024","Sun Sep 15 01:44:35 GMT 2024","30923","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Sep 15 01:37:54 GMT 2024","Sun Sep 15 01:37:54 GMT 2024","296","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 15 01:38:16 GMT 2024","Sun Sep 15 01:38:17 GMT 2024","1943","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 15 01:37:42 GMT 2024","Sun Sep 15 01:37:53 GMT 2024","10628","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 15 01:40:23 GMT 2024","Sun Sep 15 01:40:24 GMT 2024","254","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 15 01:39:46 GMT 2024","Sun Sep 15 01:39:48 GMT 2024","2382","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Sep 15 01:42:04 GMT 2024","Sun Sep 15 01:42:07 GMT 2024","2765","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 15 01:42:55 GMT 2024","Sun Sep 15 01:42:58 GMT 2024","3527","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 15 01:40:56 GMT 2024","Sun Sep 15 01:40:59 GMT 2024","2540","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Sep 15 01:40:32 GMT 2024","Sun Sep 15 01:40:36 GMT 2024","3909","firefox","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Sep 15 01:44:55 GMT 2024","Sun Sep 15 01:44:58 GMT 2024","3555","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Sep 15 01:40:18 GMT 2024","Sun Sep 15 01:40:22 GMT 2024","3496","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 15 01:41:40 GMT 2024","Sun Sep 15 01:41:44 GMT 2024","3279","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 15 01:37:55 GMT 2024","Sun Sep 15 01:37:55 GMT 2024","118","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Sep 15 01:40:00 GMT 2024","Sun Sep 15 01:40:02 GMT 2024","2539","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Sep 15 01:40:46 GMT 2024","Sun Sep 15 01:40:50 GMT 2024","4090","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Sep 15 01:41:54 GMT 2024","Sun Sep 15 01:41:58 GMT 2024","4128","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
