"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 01:05:05 GMT 2024","Thu Apr 25 01:05:08 GMT 2024","2698","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Thu Apr 25 01:08:09 GMT 2024","Thu Apr 25 01:08:12 GMT 2024","3056","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Thu Apr 25 01:03:51 GMT 2024","Thu Apr 25 01:03:54 GMT 2024","2956","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Thu Apr 25 01:04:07 GMT 2024","Thu Apr 25 01:04:11 GMT 2024","3296","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Thu Apr 25 01:02:02 GMT 2024","Thu Apr 25 01:02:04 GMT 2024","2608","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Thu Apr 25 01:07:22 GMT 2024","Thu Apr 25 01:07:32 GMT 2024","10217","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Thu Apr 25 01:01:46 GMT 2024","Thu Apr 25 01:01:46 GMT 2024","43","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Thu Apr 25 01:04:59 GMT 2024","Thu Apr 25 01:05:05 GMT 2024","6131","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Thu Apr 25 01:08:32 GMT 2024","Thu Apr 25 01:08:35 GMT 2024","3717","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Thu Apr 25 01:07:34 GMT 2024","Thu Apr 25 01:07:34 GMT 2024","170","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Thu Apr 25 01:04:27 GMT 2024","Thu Apr 25 01:04:28 GMT 2024","184","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Thu Apr 25 01:08:25 GMT 2024","Thu Apr 25 01:08:30 GMT 2024","5306","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Thu Apr 25 01:01:25 GMT 2024","Thu Apr 25 01:01:44 GMT 2024","18936","chromium","dashboard.spec.ts","","","","Create login context",""
