"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 04 01:27:34 GMT 2024","Sun Aug 04 01:27:34 GMT 2024","386","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 04 01:24:22 GMT 2024","Sun Aug 04 01:24:25 GMT 2024","3017","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Aug 04 01:22:02 GMT 2024","Sun Aug 04 01:22:03 GMT 2024","315","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun Aug 04 01:24:50 GMT 2024","Sun Aug 04 01:24:54 GMT 2024","3846","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 04 01:22:23 GMT 2024","Sun Aug 04 01:22:25 GMT 2024","2216","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Aug 04 01:22:25 GMT 2024","Sun Aug 04 01:22:27 GMT 2024","1968","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Aug 04 01:30:14 GMT 2024","Sun Aug 04 01:30:17 GMT 2024","3150","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Aug 04 01:24:18 GMT 2024","Sun Aug 04 01:24:21 GMT 2024","2477","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"broken","Sun Aug 04 01:23:33 GMT 2024","Sun Aug 04 01:24:03 GMT 2024","30456","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 04 01:22:03 GMT 2024","Sun Aug 04 01:22:03 GMT 2024","111","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Aug 04 01:24:37 GMT 2024","Sun Aug 04 01:24:40 GMT 2024","3453","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 04 01:24:04 GMT 2024","Sun Aug 04 01:24:07 GMT 2024","2761","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Aug 04 01:22:21 GMT 2024","Sun Aug 04 01:22:23 GMT 2024","2642","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 04 01:25:12 GMT 2024","Sun Aug 04 01:25:14 GMT 2024","2633","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Aug 04 01:22:03 GMT 2024","Sun Aug 04 01:22:04 GMT 2024","116","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"broken","Sun Aug 04 01:26:24 GMT 2024","Sun Aug 04 01:26:55 GMT 2024","30998","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 04 01:24:07 GMT 2024","Sun Aug 04 01:24:10 GMT 2024","3004","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 04 01:27:34 GMT 2024","Sun Aug 04 01:27:34 GMT 2024","301","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Aug 04 01:22:10 GMT 2024","Sun Aug 04 01:22:12 GMT 2024","2197","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 04 01:24:42 GMT 2024","Sun Aug 04 01:24:42 GMT 2024","276","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 04 01:27:58 GMT 2024","Sun Aug 04 01:28:01 GMT 2024","3716","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 04 01:28:01 GMT 2024","Sun Aug 04 01:28:05 GMT 2024","3237","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Aug 04 01:25:04 GMT 2024","Sun Aug 04 01:25:08 GMT 2024","3855","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 04 01:24:40 GMT 2024","Sun Aug 04 01:24:41 GMT 2024","1069","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Aug 04 01:27:54 GMT 2024","Sun Aug 04 01:27:57 GMT 2024","3304","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 04 01:26:56 GMT 2024","Sun Aug 04 01:27:00 GMT 2024","4012","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Aug 04 01:30:04 GMT 2024","Sun Aug 04 01:30:08 GMT 2024","3469","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 04 01:30:09 GMT 2024","Sun Aug 04 01:30:14 GMT 2024","4450","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Aug 04 01:27:42 GMT 2024","Sun Aug 04 01:27:46 GMT 2024","3293","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 04 01:24:25 GMT 2024","Sun Aug 04 01:24:27 GMT 2024","1983","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 04 01:25:08 GMT 2024","Sun Aug 04 01:25:12 GMT 2024","3558","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 04 01:25:14 GMT 2024","Sun Aug 04 01:25:17 GMT 2024","2628","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Aug 04 01:27:14 GMT 2024","Sun Aug 04 01:27:18 GMT 2024","3949","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 04 01:27:19 GMT 2024","Sun Aug 04 01:27:23 GMT 2024","4080","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
