"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 08 01:28:37 GMT 2024","Sun Sep 08 01:28:41 GMT 2024","3919","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 08 01:30:12 GMT 2024","Sun Sep 08 01:30:12 GMT 2024","266","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 08 01:27:47 GMT 2024","Sun Sep 08 01:27:49 GMT 2024","1977","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 08 01:28:51 GMT 2024","Sun Sep 08 01:28:51 GMT 2024","260","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Sep 08 01:30:10 GMT 2024","Sun Sep 08 01:30:11 GMT 2024","453","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun Sep 08 01:27:42 GMT 2024","Sun Sep 08 01:27:44 GMT 2024","2213","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Sep 08 01:29:49 GMT 2024","Sun Sep 08 01:29:53 GMT 2024","4024","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Sep 08 01:29:24 GMT 2024","Sun Sep 08 01:29:26 GMT 2024","2752","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Sep 08 01:29:17 GMT 2024","Sun Sep 08 01:29:21 GMT 2024","3518","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 08 01:29:35 GMT 2024","Sun Sep 08 01:29:38 GMT 2024","3400","firefox","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Sep 08 01:29:13 GMT 2024","Sun Sep 08 01:29:17 GMT 2024","3838","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 08 01:29:58 GMT 2024","Sun Sep 08 01:30:01 GMT 2024","2669","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 08 01:29:21 GMT 2024","Sun Sep 08 01:29:24 GMT 2024","2659","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Sep 08 01:30:33 GMT 2024","Sun Sep 08 01:30:36 GMT 2024","3320","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Sep 08 01:29:54 GMT 2024","Sun Sep 08 01:29:58 GMT 2024","4238","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 08 01:29:27 GMT 2024","Sun Sep 08 01:29:32 GMT 2024","4623","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 08 01:27:25 GMT 2024","Sun Sep 08 01:27:26 GMT 2024","118","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 08 01:30:11 GMT 2024","Sun Sep 08 01:30:12 GMT 2024","394","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 08 01:28:32 GMT 2024","Sun Sep 08 01:28:35 GMT 2024","2941","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 08 01:27:17 GMT 2024","Sun Sep 08 01:27:23 GMT 2024","5591","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 08 01:30:48 GMT 2024","Sun Sep 08 01:30:53 GMT 2024","5543","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Sep 08 01:27:49 GMT 2024","Sun Sep 08 01:27:52 GMT 2024","2260","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Sep 08 01:29:00 GMT 2024","Sun Sep 08 01:29:04 GMT 2024","3807","firefox","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Sep 08 01:28:28 GMT 2024","Sun Sep 08 01:28:30 GMT 2024","2460","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Sep 08 01:28:50 GMT 2024","Sun Sep 08 01:28:51 GMT 2024","1098","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 08 01:27:25 GMT 2024","Sun Sep 08 01:27:25 GMT 2024","240","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Sep 08 01:28:13 GMT 2024","Sun Sep 08 01:28:16 GMT 2024","2671","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Sep 08 01:27:24 GMT 2024","Sun Sep 08 01:27:25 GMT 2024","315","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 08 01:30:40 GMT 2024","Sun Sep 08 01:30:44 GMT 2024","3536","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Sep 08 01:30:02 GMT 2024","Sun Sep 08 01:30:08 GMT 2024","5785","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Sep 08 01:30:44 GMT 2024","Sun Sep 08 01:30:47 GMT 2024","3307","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Sep 08 01:30:21 GMT 2024","Sun Sep 08 01:30:24 GMT 2024","3378","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 08 01:30:57 GMT 2024","Sun Sep 08 01:31:01 GMT 2024","4240","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 08 01:27:25 GMT 2024","Sun Sep 08 01:27:25 GMT 2024","111","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 08 01:28:16 GMT 2024","Sun Sep 08 01:28:19 GMT 2024","3045","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Sep 08 01:30:36 GMT 2024","Sun Sep 08 01:30:40 GMT 2024","3797","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 08 01:31:17 GMT 2024","Sun Sep 08 01:31:21 GMT 2024","4527","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Sep 08 01:31:21 GMT 2024","Sun Sep 08 01:31:24 GMT 2024","3172","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Sep 08 01:30:53 GMT 2024","Sun Sep 08 01:30:57 GMT 2024","3629","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Sep 08 01:31:12 GMT 2024","Sun Sep 08 01:31:15 GMT 2024","3468","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Sep 08 01:28:46 GMT 2024","Sun Sep 08 01:28:49 GMT 2024","3474","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Sep 08 01:28:51 GMT 2024","Sun Sep 08 01:28:51 GMT 2024","261","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Sep 08 01:30:12 GMT 2024","Sun Sep 08 01:30:12 GMT 2024","272","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Sep 08 01:27:45 GMT 2024","Sun Sep 08 01:27:47 GMT 2024","2582","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Sep 08 01:27:52 GMT 2024","Sun Sep 08 01:28:13 GMT 2024","20988","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Sep 08 01:27:34 GMT 2024","Sun Sep 08 01:27:36 GMT 2024","2188","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Sep 08 01:29:32 GMT 2024","Sun Sep 08 01:29:35 GMT 2024","2921","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
