"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 01:25:29 GMT 2024","Sun Jul 14 01:25:33 GMT 2024","4057","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jul 14 01:21:21 GMT 2024","Sun Jul 14 01:21:28 GMT 2024","6533","chromium","dashboard.spec.ts","","","","Create login context",""
"broken","Sun Jul 14 01:24:33 GMT 2024","Sun Jul 14 01:25:04 GMT 2024","31092","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jul 14 01:26:13 GMT 2024","Sun Jul 14 01:26:16 GMT 2024","3294","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jul 14 01:21:53 GMT 2024","Sun Jul 14 01:21:55 GMT 2024","2318","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jul 14 01:22:27 GMT 2024","Sun Jul 14 01:22:29 GMT 2024","2571","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Jul 14 01:25:53 GMT 2024","Sun Jul 14 01:25:57 GMT 2024","3369","webkit","login.spec.ts","Login form","","","should login with right creds",""
"broken","Sun Jul 14 01:27:25 GMT 2024","Sun Jul 14 01:27:56 GMT 2024","30906","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jul 14 01:25:45 GMT 2024","Sun Jul 14 01:25:45 GMT 2024","398","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Jul 14 01:23:13 GMT 2024","Sun Jul 14 01:23:17 GMT 2024","3847","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Jul 14 01:22:59 GMT 2024","Sun Jul 14 01:23:03 GMT 2024","4108","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jul 14 01:23:23 GMT 2024","Sun Jul 14 01:23:26 GMT 2024","2574","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Jul 14 01:22:45 GMT 2024","Sun Jul 14 01:22:48 GMT 2024","3475","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jul 14 01:25:05 GMT 2024","Sun Jul 14 01:25:09 GMT 2024","3788","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jul 14 01:21:56 GMT 2024","Sun Jul 14 01:22:12 GMT 2024","16450","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jul 14 01:21:30 GMT 2024","Sun Jul 14 01:21:30 GMT 2024","115","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jul 14 01:22:50 GMT 2024","Sun Jul 14 01:22:50 GMT 2024","288","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jul 14 01:25:09 GMT 2024","Sun Jul 14 01:25:13 GMT 2024","3336","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jul 14 01:22:12 GMT 2024","Sun Jul 14 01:22:15 GMT 2024","2800","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Jul 14 01:26:05 GMT 2024","Sun Jul 14 01:26:08 GMT 2024","3403","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Jul 14 01:28:16 GMT 2024","Sun Jul 14 01:28:20 GMT 2024","3490","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jul 14 01:25:45 GMT 2024","Sun Jul 14 01:25:46 GMT 2024","275","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jul 14 01:22:34 GMT 2024","Sun Jul 14 01:22:36 GMT 2024","1964","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jul 14 01:25:36 GMT 2024","Sun Jul 14 01:25:41 GMT 2024","5208","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jul 14 01:22:49 GMT 2024","Sun Jul 14 01:22:50 GMT 2024","1124","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jul 14 01:25:33 GMT 2024","Sun Jul 14 01:25:35 GMT 2024","2815","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jul 14 01:21:50 GMT 2024","Sun Jul 14 01:21:53 GMT 2024","2249","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jul 14 01:27:58 GMT 2024","Sun Jul 14 01:28:02 GMT 2024","4061","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
