"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 27 01:00:24 GMT 2024","Sat Apr 27 01:00:25 GMT 2024","915","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sat Apr 27 01:04:43 GMT 2024","Sat Apr 27 01:04:47 GMT 2024","3732","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sat Apr 27 01:02:01 GMT 2024","Sat Apr 27 01:02:05 GMT 2024","3977","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sat Apr 27 00:59:49 GMT 2024","Sat Apr 27 00:59:51 GMT 2024","2456","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sat Apr 27 01:02:21 GMT 2024","Sat Apr 27 01:02:21 GMT 2024","231","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sat Apr 27 00:59:51 GMT 2024","Sat Apr 27 00:59:54 GMT 2024","2760","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sat Apr 27 00:58:33 GMT 2024","Sat Apr 27 00:58:33 GMT 2024","42","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sat Apr 27 00:59:29 GMT 2024","Sat Apr 27 00:59:49 GMT 2024","20037","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sat Apr 27 00:58:40 GMT 2024","Sat Apr 27 00:58:42 GMT 2024","2120","chromium","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sat Apr 27 00:58:32 GMT 2024","Sat Apr 27 00:58:32 GMT 2024","231","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sat Apr 27 01:00:34 GMT 2024","Sat Apr 27 01:00:38 GMT 2024","3776","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sat Apr 27 00:58:50 GMT 2024","Sat Apr 27 00:58:52 GMT 2024","2625","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sat Apr 27 01:01:39 GMT 2024","Sat Apr 27 01:01:42 GMT 2024","2886","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sat Apr 27 01:00:02 GMT 2024","Sat Apr 27 01:00:04 GMT 2024","2335","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sat Apr 27 01:02:08 GMT 2024","Sat Apr 27 01:02:18 GMT 2024","9162","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Sat Apr 27 01:02:20 GMT 2024","Sat Apr 27 01:02:20 GMT 2024","310","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sat Apr 27 01:01:42 GMT 2024","Sat Apr 27 01:01:45 GMT 2024","3341","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sat Apr 27 01:04:26 GMT 2024","Sat Apr 27 01:04:30 GMT 2024","3801","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sat Apr 27 01:02:42 GMT 2024","Sat Apr 27 01:02:45 GMT 2024","2516","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sat Apr 27 01:00:51 GMT 2024","Sat Apr 27 01:00:55 GMT 2024","3608","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sat Apr 27 01:00:58 GMT 2024","Sat Apr 27 01:01:00 GMT 2024","2612","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sat Apr 27 01:02:45 GMT 2024","Sat Apr 27 01:02:47 GMT 2024","2596","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sat Apr 27 01:02:21 GMT 2024","Sat Apr 27 01:02:21 GMT 2024","163","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sat Apr 27 01:02:36 GMT 2024","Sat Apr 27 01:02:39 GMT 2024","2562","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sat Apr 27 01:00:20 GMT 2024","Sat Apr 27 01:00:23 GMT 2024","3298","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sat Apr 27 01:01:56 GMT 2024","Sat Apr 27 01:02:00 GMT 2024","3868","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sat Apr 27 00:58:33 GMT 2024","Sat Apr 27 00:58:33 GMT 2024","41","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sat Apr 27 00:58:14 GMT 2024","Sat Apr 27 00:58:31 GMT 2024","17261","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sat Apr 27 00:58:54 GMT 2024","Sat Apr 27 00:58:56 GMT 2024","2058","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sat Apr 27 01:00:25 GMT 2024","Sat Apr 27 01:00:25 GMT 2024","189","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sat Apr 27 00:58:33 GMT 2024","Sat Apr 27 00:58:33 GMT 2024","171","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sat Apr 27 00:58:47 GMT 2024","Sat Apr 27 00:58:49 GMT 2024","2077","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sat Apr 27 01:04:23 GMT 2024","Sat Apr 27 01:04:26 GMT 2024","3131","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sat Apr 27 01:00:11 GMT 2024","Sat Apr 27 01:00:15 GMT 2024","4416","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sat Apr 27 01:00:06 GMT 2024","Sat Apr 27 01:00:08 GMT 2024","2918","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sat Apr 27 01:02:05 GMT 2024","Sat Apr 27 01:02:07 GMT 2024","2585","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sat Apr 27 01:00:25 GMT 2024","Sat Apr 27 01:00:25 GMT 2024","300","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sat Apr 27 01:00:08 GMT 2024","Sat Apr 27 01:00:10 GMT 2024","2033","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sat Apr 27 01:00:55 GMT 2024","Sat Apr 27 01:00:58 GMT 2024","2562","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sat Apr 27 01:02:39 GMT 2024","Sat Apr 27 01:02:42 GMT 2024","2896","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sat Apr 27 01:01:33 GMT 2024","Sat Apr 27 01:01:39 GMT 2024","5972","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sat Apr 27 01:04:39 GMT 2024","Sat Apr 27 01:04:42 GMT 2024","2938","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sat Apr 27 01:02:21 GMT 2024","Sat Apr 27 01:02:21 GMT 2024","123","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sat Apr 27 01:04:47 GMT 2024","Sat Apr 27 01:04:49 GMT 2024","2502","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"broken","Sat Apr 27 01:03:52 GMT 2024","Sat Apr 27 01:04:22 GMT 2024","30130","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sat Apr 27 00:58:52 GMT 2024","Sat Apr 27 00:58:54 GMT 2024","2028","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sat Apr 27 01:00:47 GMT 2024","Sat Apr 27 01:00:51 GMT 2024","3867","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sat Apr 27 01:02:27 GMT 2024","Sat Apr 27 01:02:30 GMT 2024","2596","webkit","login.spec.ts","Login form","","","should login with right creds",""
