"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun May 12 01:20:36 GMT 2024","Sun May 12 01:20:40 GMT 2024","4616","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun May 12 01:15:44 GMT 2024","Sun May 12 01:15:47 GMT 2024","2545","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun May 12 01:20:20 GMT 2024","Sun May 12 01:20:24 GMT 2024","3780","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun May 12 01:18:05 GMT 2024","Sun May 12 01:18:07 GMT 2024","2438","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun May 12 01:17:41 GMT 2024","Sun May 12 01:17:45 GMT 2024","3296","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun May 12 01:20:46 GMT 2024","Sun May 12 01:20:50 GMT 2024","3225","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun May 12 01:23:41 GMT 2024","Sun May 12 01:23:45 GMT 2024","4647","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun May 12 01:18:47 GMT 2024","Sun May 12 01:18:51 GMT 2024","4350","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun May 12 01:18:17 GMT 2024","Sun May 12 01:18:20 GMT 2024","3468","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun May 12 01:20:17 GMT 2024","Sun May 12 01:20:20 GMT 2024","3431","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun May 12 01:20:57 GMT 2024","Sun May 12 01:20:58 GMT 2024","375","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun May 12 01:20:50 GMT 2024","Sun May 12 01:20:55 GMT 2024","4403","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun May 12 01:20:58 GMT 2024","Sun May 12 01:20:58 GMT 2024","281","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun May 12 01:16:02 GMT 2024","Sun May 12 01:16:05 GMT 2024","2521","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 12 01:21:29 GMT 2024","Sun May 12 01:21:32 GMT 2024","3821","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun May 12 01:23:15 GMT 2024","Sun May 12 01:23:19 GMT 2024","4338","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
