"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 21 01:27:29 GMT 2024","Sun Jul 21 01:27:32 GMT 2024","3322","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jul 21 01:23:46 GMT 2024","Sun Jul 21 01:23:49 GMT 2024","3138","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Jul 21 01:24:19 GMT 2024","Sun Jul 21 01:24:22 GMT 2024","3448","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jul 21 01:23:49 GMT 2024","Sun Jul 21 01:23:52 GMT 2024","3088","chromium","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Jul 21 01:24:48 GMT 2024","Sun Jul 21 01:24:51 GMT 2024","3965","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jul 21 01:21:37 GMT 2024","Sun Jul 21 01:21:37 GMT 2024","287","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jul 21 01:24:07 GMT 2024","Sun Jul 21 01:24:09 GMT 2024","2006","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jul 21 01:22:02 GMT 2024","Sun Jul 21 01:22:04 GMT 2024","2655","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"broken","Sun Jul 21 01:23:14 GMT 2024","Sun Jul 21 01:23:44 GMT 2024","30497","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jul 21 01:27:09 GMT 2024","Sun Jul 21 01:27:09 GMT 2024","274","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jul 21 01:26:58 GMT 2024","Sun Jul 21 01:27:00 GMT 2024","2647","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jul 21 01:24:56 GMT 2024","Sun Jul 21 01:24:59 GMT 2024","2577","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
