"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 11 01:25:43 GMT 2024","Sun Aug 11 01:25:47 GMT 2024","3320","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sun Aug 11 01:24:38 GMT 2024","Sun Aug 11 01:24:42 GMT 2024","3124","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 11 01:26:24 GMT 2024","Sun Aug 11 01:26:27 GMT 2024","3326","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Aug 11 01:24:01 GMT 2024","Sun Aug 11 01:24:04 GMT 2024","2748","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 11 01:24:43 GMT 2024","Sun Aug 11 01:24:47 GMT 2024","3701","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Sun Aug 11 01:27:01 GMT 2024","Sun Aug 11 01:27:05 GMT 2024","4090","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Aug 11 01:26:36 GMT 2024","Sun Aug 11 01:26:36 GMT 2024","457","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 11 01:27:10 GMT 2024","Sun Aug 11 01:27:14 GMT 2024","4099","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Aug 11 01:24:59 GMT 2024","Sun Aug 11 01:25:03 GMT 2024","3289","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun Aug 11 01:23:41 GMT 2024","Sun Aug 11 01:23:41 GMT 2024","326","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 11 01:24:25 GMT 2024","Sun Aug 11 01:24:28 GMT 2024","3618","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 11 01:29:24 GMT 2024","Sun Aug 11 01:29:29 GMT 2024","5126","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Aug 11 01:25:35 GMT 2024","Sun Aug 11 01:25:40 GMT 2024","4267","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 11 01:26:28 GMT 2024","Sun Aug 11 01:26:34 GMT 2024","5676","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 11 01:23:31 GMT 2024","Sun Aug 11 01:23:40 GMT 2024","8790","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 11 01:25:05 GMT 2024","Sun Aug 11 01:25:05 GMT 2024","284","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 11 01:24:47 GMT 2024","Sun Aug 11 01:24:49 GMT 2024","2665","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 11 01:24:50 GMT 2024","Sun Aug 11 01:24:55 GMT 2024","4686","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 11 01:25:56 GMT 2024","Sun Aug 11 01:26:00 GMT 2024","3929","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 11 01:24:21 GMT 2024","Sun Aug 11 01:24:25 GMT 2024","3296","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Aug 11 01:29:18 GMT 2024","Sun Aug 11 01:29:22 GMT 2024","4219","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 11 01:25:48 GMT 2024","Sun Aug 11 01:25:53 GMT 2024","5023","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 11 01:24:07 GMT 2024","Sun Aug 11 01:24:10 GMT 2024","2683","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Aug 11 01:26:47 GMT 2024","Sun Aug 11 01:26:51 GMT 2024","4091","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 11 01:29:01 GMT 2024","Sun Aug 11 01:29:06 GMT 2024","4646","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 11 01:24:10 GMT 2024","Sun Aug 11 01:24:13 GMT 2024","2882","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Aug 11 01:27:14 GMT 2024","Sun Aug 11 01:27:18 GMT 2024","4128","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Aug 11 01:29:29 GMT 2024","Sun Aug 11 01:29:33 GMT 2024","3971","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 11 01:26:19 GMT 2024","Sun Aug 11 01:26:24 GMT 2024","4819","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Aug 11 01:26:37 GMT 2024","Sun Aug 11 01:26:37 GMT 2024","383","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"broken","Sun Aug 11 01:28:24 GMT 2024","Sun Aug 11 01:28:55 GMT 2024","30907","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 11 01:26:37 GMT 2024","Sun Aug 11 01:26:37 GMT 2024","274","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Aug 11 01:27:06 GMT 2024","Sun Aug 11 01:27:10 GMT 2024","4293","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Aug 11 01:25:40 GMT 2024","Sun Aug 11 01:25:43 GMT 2024","3644","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Aug 11 01:26:37 GMT 2024","Sun Aug 11 01:26:38 GMT 2024","278","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 11 01:24:14 GMT 2024","Sun Aug 11 01:24:21 GMT 2024","7462","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Aug 11 01:25:30 GMT 2024","Sun Aug 11 01:25:35 GMT 2024","4737","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 11 01:23:42 GMT 2024","Sun Aug 11 01:23:42 GMT 2024","247","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 11 01:24:04 GMT 2024","Sun Aug 11 01:24:07 GMT 2024","3239","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun Aug 11 01:25:15 GMT 2024","Sun Aug 11 01:25:19 GMT 2024","4547","firefox","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Aug 11 01:23:51 GMT 2024","Sun Aug 11 01:23:53 GMT 2024","2810","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 11 01:25:03 GMT 2024","Sun Aug 11 01:25:04 GMT 2024","1134","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 11 01:25:53 GMT 2024","Sun Aug 11 01:25:56 GMT 2024","3640","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Aug 11 01:25:04 GMT 2024","Sun Aug 11 01:25:05 GMT 2024","278","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Aug 11 01:23:42 GMT 2024","Sun Aug 11 01:23:42 GMT 2024","110","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Aug 11 01:26:13 GMT 2024","Sun Aug 11 01:26:18 GMT 2024","4825","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 11 01:23:42 GMT 2024","Sun Aug 11 01:23:42 GMT 2024","115","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 11 01:28:57 GMT 2024","Sun Aug 11 01:29:01 GMT 2024","4617","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
